Replicate,File Name,Molecule List,Molecule,Molecule Formula,Precursor Mz,Precursor Adduct,Isotope Label Type,Best Retention Time,Acquired Time,Molecule Note,Max Height,Total Area
wakeup_01,6495c_CE_pos_wakeup_01.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.34,5/1/2024 8:41,RT NOT CONFIRMED,384,1532
cleanup_01,6495c_CE_pos_cleanup_01.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.02,5/2/2024 3:24,RT NOT CONFIRMED,225,69
PQC_01,6495c_CE_pos_PQC_01.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.06,5/1/2024 13:47,RT NOT CONFIRMED,37810,245740
PQC_02,6495c_CE_pos_PQC_02.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.05,5/1/2024 14:04,RT NOT CONFIRMED,38289,249822
PQC_03,6495c_CE_pos_PQC_03.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.07,5/1/2024 14:21,RT NOT CONFIRMED,36947,248342
PQC_04,6495c_CE_pos_PQC_04.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.05,5/1/2024 14:38,RT NOT CONFIRMED,37761,242642
PQC_05,6495c_CE_pos_PQC_05.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.06,5/1/2024 16:37,RT NOT CONFIRMED,37063,228589
PQC_06,6495c_CE_pos_PQC_06.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4,5/1/2024 18:36,RT NOT CONFIRMED,33472,213842
PQC_07,6495c_CE_pos_PQC_07.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.97,5/1/2024 20:35,RT NOT CONFIRMED,32867,203714
PQC_08,6495c_CE_pos_PQC_08.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.95,5/1/2024 22:35,RT NOT CONFIRMED,33159,197788
PQC_09,6495c_CE_pos_PQC_09.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.95,5/2/2024 0:34,RT NOT CONFIRMED,33060,194821
PQC_10,6495c_CE_pos_PQC_10.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.95,5/2/2024 2:33,RT NOT CONFIRMED,31489,181883
mb_A_01,6495c_CE_pos_mb_A_01.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.04,5/1/2024 13:13,RT NOT CONFIRMED,0,0
mb_A_02,6495c_CE_pos_mb_A_02.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.19,5/2/2024 2:50,RT NOT CONFIRMED,309,61
mb_B_01,6495c_CE_pos_mb_B_01.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.04,5/1/2024 13:30,RT NOT CONFIRMED,0,0
mb_B_02,6495c_CE_pos_mb_B_02.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.04,5/2/2024 3:07,RT NOT CONFIRMED,0,0
sb_00,6495c_CE_pos_sb_00.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.98,5/1/2024 8:58,RT NOT CONFIRMED,339,326
sb_01,6495c_CE_pos_sb_01.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.28,5/1/2024 10:06,RT NOT CONFIRMED,328,251
sb_02,6495c_CE_pos_sb_02.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.04,5/1/2024 12:56,RT NOT CONFIRMED,0,0
WT_0_A,6495c_CE_pos_WT_0A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.95,5/2/2024 1:42,RT NOT CONFIRMED,79533,558543
WT_0_B,6495c_CE_pos_WT_0B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.04,5/1/2024 16:20,RT NOT CONFIRMED,75794,516456
WT_0_C,6495c_CE_pos_WT_0C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.04,5/1/2024 16:54,RT NOT CONFIRMED,98120,618628
WT_10_A,6495c_CE_pos_WT_10A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.96,5/1/2024 22:18,RT NOT CONFIRMED,63082,436541
WT_10_B,6495c_CE_pos_WT_10B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.06,5/1/2024 16:03,RT NOT CONFIRMED,38929,260673
WT_10_C,6495c_CE_pos_WT_10C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.05,5/1/2024 17:45,RT NOT CONFIRMED,47227,307213
WT_100_A,6495c_CE_pos_WT_100A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.99,5/1/2024 20:52,RT NOT CONFIRMED,75085,511366
WT_100_B,6495c_CE_pos_WT_100B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.05,5/1/2024 15:29,RT NOT CONFIRMED,47047,305948
WT_100_C,6495c_CE_pos_WT_100C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.96,5/2/2024 0:00,RT NOT CONFIRMED,54054,365479
WT_1000_A,6495c_CE_pos_WT_1000A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.97,5/1/2024 21:26,RT NOT CONFIRMED,63265,437546
WT_1000_B,6495c_CE_pos_WT_1000B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.03,5/1/2024 17:28,RT NOT CONFIRMED,62830,410159
WT_1000_C,6495c_CE_pos_WT_1000C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.97,5/1/2024 20:18,RT NOT CONFIRMED,62507,409432
IN_0_A,6495c_CE_pos_IN_0A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.99,5/1/2024 19:44,RT NOT CONFIRMED,30764,204910
IN_0_B,6495c_CE_pos_IN_0B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.96,5/2/2024 1:25,RT NOT CONFIRMED,37985,247994
IN_0_C,6495c_CE_pos_IN_0C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.05,5/1/2024 18:02,RT NOT CONFIRMED,37475,241136
IN_10_A,6495c_CE_pos_IN_10A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.95,5/1/2024 23:26,RT NOT CONFIRMED,19593,136862
IN_10_B,6495c_CE_pos_IN_10B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.06,5/1/2024 15:12,RT NOT CONFIRMED,38209,247448
IN_10_C,6495c_CE_pos_IN_10C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.99,5/1/2024 19:27,RT NOT CONFIRMED,30841,194860
IN_100_A,6495c_CE_pos_IN_100A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.95,5/2/2024 1:08,RT NOT CONFIRMED,22605,151632
IN_100_B,6495c_CE_pos_IN_100B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.96,5/1/2024 19:10,RT NOT CONFIRMED,13966,90492
IN_100_C,6495c_CE_pos_IN_100C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.96,5/1/2024 20:02,RT NOT CONFIRMED,28946,182610
IN_1000_A,6495c_CE_pos_IN_1000A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.95,5/2/2024 0:51,RT NOT CONFIRMED,19978,127160
IN_1000_B,6495c_CE_pos_IN_1000B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.06,5/1/2024 14:55,RT NOT CONFIRMED,24133,156256
IN_1000_C,6495c_CE_pos_IN_1000C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.94,5/1/2024 23:09,RT NOT CONFIRMED,19069,127907
INR_0_A,6495c_CE_pos_INR_0A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.97,5/2/2024 0:17,RT NOT CONFIRMED,8927,59521
INR_0_B,6495c_CE_pos_INR_0B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.95,5/1/2024 23:43,RT NOT CONFIRMED,8377,56274
INR_0_C,6495c_CE_pos_INR_0C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.03,5/1/2024 15:46,RT NOT CONFIRMED,16932,108702
INR_10_A,6495c_CE_pos_INR_10A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.97,5/1/2024 22:52,RT NOT CONFIRMED,12896,87444
INR_10_B,6495c_CE_pos_INR_10B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.96,5/1/2024 22:00,RT NOT CONFIRMED,9012,61705
INR_10_C,6495c_CE_pos_INR_10C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4,5/1/2024 18:19,RT NOT CONFIRMED,8210,52015
INR_100_A,6495c_CE_pos_INR_100A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.97,5/1/2024 21:43,RT NOT CONFIRMED,9096,61863
INR_100_B,6495c_CE_pos_INR_100B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4.05,5/1/2024 17:11,RT NOT CONFIRMED,15481,104256
INR_100_C,6495c_CE_pos_INR_100C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.95,5/2/2024 1:59,RT NOT CONFIRMED,23762,169937
INR_1000_A,6495c_CE_pos_INR_1000A.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.97,5/1/2024 21:09,RT NOT CONFIRMED,11329,79462
INR_1000_B,6495c_CE_pos_INR_1000B.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,4,5/1/2024 18:53,RT NOT CONFIRMED,9547,62905
INR_1000_C,6495c_CE_pos_INR_1000C.d,Poly-unsaturated Fatty Acids_VeryLong,"(C22:5) 7Z,10Z,13Z,16Z,19Z-Docosapentaenoic acid",C22H34O2,329.248604,[M-H],light,3.95,5/2/2024 2:16,RT NOT CONFIRMED,10921,80874
wakeup_01,6495c_CE_pos_wakeup_01.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.29,5/1/2024 8:41,RT NOT CONFIRMED,825,6470
cleanup_01,6495c_CE_pos_cleanup_01.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.17,5/2/2024 3:24,RT NOT CONFIRMED,355,1271
PQC_01,6495c_CE_pos_PQC_01.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.27,5/1/2024 13:47,RT NOT CONFIRMED,9704,67512
PQC_02,6495c_CE_pos_PQC_02.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.24,5/1/2024 14:04,RT NOT CONFIRMED,9397,65274
PQC_03,6495c_CE_pos_PQC_03.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.27,5/1/2024 14:21,RT NOT CONFIRMED,10019,63016
PQC_04,6495c_CE_pos_PQC_04.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.27,5/1/2024 14:38,RT NOT CONFIRMED,9132,61782
PQC_05,6495c_CE_pos_PQC_05.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.27,5/1/2024 16:37,RT NOT CONFIRMED,8570,57043
PQC_06,6495c_CE_pos_PQC_06.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.2,5/1/2024 18:36,RT NOT CONFIRMED,8993,57122
PQC_07,6495c_CE_pos_PQC_07.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.17,5/1/2024 20:35,RT NOT CONFIRMED,8521,54901
PQC_08,6495c_CE_pos_PQC_08.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.17,5/1/2024 22:35,RT NOT CONFIRMED,8522,53981
PQC_09,6495c_CE_pos_PQC_09.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.16,5/2/2024 0:34,RT NOT CONFIRMED,8231,51281
PQC_10,6495c_CE_pos_PQC_10.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.18,5/2/2024 2:33,RT NOT CONFIRMED,8262,50291
mb_A_01,6495c_CE_pos_mb_A_01.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.22,5/1/2024 13:13,RT NOT CONFIRMED,0,0
mb_A_02,6495c_CE_pos_mb_A_02.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.3,5/2/2024 2:50,RT NOT CONFIRMED,361,839
mb_B_01,6495c_CE_pos_mb_B_01.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.36,5/1/2024 13:30,RT NOT CONFIRMED,355,585
mb_B_02,6495c_CE_pos_mb_B_02.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.09,5/2/2024 3:07,RT NOT CONFIRMED,317,1106
sb_00,6495c_CE_pos_sb_00.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.07,5/1/2024 8:58,RT NOT CONFIRMED,558,2852
sb_01,6495c_CE_pos_sb_01.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.49,5/1/2024 10:06,RT NOT CONFIRMED,413,1987
sb_02,6495c_CE_pos_sb_02.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.27,5/1/2024 12:56,RT NOT CONFIRMED,302,114
WT_0_A,6495c_CE_pos_WT_0A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.16,5/2/2024 1:42,RT NOT CONFIRMED,16086,111443
WT_0_B,6495c_CE_pos_WT_0B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.25,5/1/2024 16:20,RT NOT CONFIRMED,19868,139807
WT_0_C,6495c_CE_pos_WT_0C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.23,5/1/2024 16:54,RT NOT CONFIRMED,21167,142302
WT_10_A,6495c_CE_pos_WT_10A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.17,5/1/2024 22:18,RT NOT CONFIRMED,15862,110235
WT_10_B,6495c_CE_pos_WT_10B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.26,5/1/2024 16:03,RT NOT CONFIRMED,8634,61728
WT_10_C,6495c_CE_pos_WT_10C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.24,5/1/2024 17:45,RT NOT CONFIRMED,10839,72580
WT_100_A,6495c_CE_pos_WT_100A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.18,5/1/2024 20:52,RT NOT CONFIRMED,17295,121661
WT_100_B,6495c_CE_pos_WT_100B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.25,5/1/2024 15:29,RT NOT CONFIRMED,11533,75648
WT_100_C,6495c_CE_pos_WT_100C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.15,5/2/2024 0:00,RT NOT CONFIRMED,13782,98142
WT_1000_A,6495c_CE_pos_WT_1000A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.17,5/1/2024 21:26,RT NOT CONFIRMED,14992,103071
WT_1000_B,6495c_CE_pos_WT_1000B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.23,5/1/2024 17:28,RT NOT CONFIRMED,15114,102449
WT_1000_C,6495c_CE_pos_WT_1000C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.16,5/1/2024 20:18,RT NOT CONFIRMED,13921,94776
IN_0_A,6495c_CE_pos_IN_0A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.18,5/1/2024 19:44,RT NOT CONFIRMED,7715,52039
IN_0_B,6495c_CE_pos_IN_0B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.17,5/2/2024 1:25,RT NOT CONFIRMED,9384,61309
IN_0_C,6495c_CE_pos_IN_0C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.23,5/1/2024 18:02,RT NOT CONFIRMED,7431,50780
IN_10_A,6495c_CE_pos_IN_10A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.13,5/1/2024 23:26,RT NOT CONFIRMED,5736,42091
IN_10_B,6495c_CE_pos_IN_10B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.28,5/1/2024 15:12,RT NOT CONFIRMED,9721,64800
IN_10_C,6495c_CE_pos_IN_10C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.19,5/1/2024 19:27,RT NOT CONFIRMED,8239,56456
IN_100_A,6495c_CE_pos_IN_100A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.18,5/2/2024 1:08,RT NOT CONFIRMED,6445,44561
IN_100_B,6495c_CE_pos_IN_100B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.19,5/1/2024 19:10,RT NOT CONFIRMED,3827,25340
IN_100_C,6495c_CE_pos_IN_100C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.18,5/1/2024 20:02,RT NOT CONFIRMED,7067,45682
IN_1000_A,6495c_CE_pos_IN_1000A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.16,5/2/2024 0:51,RT NOT CONFIRMED,5347,33843
IN_1000_B,6495c_CE_pos_IN_1000B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.27,5/1/2024 14:55,RT NOT CONFIRMED,5913,40813
IN_1000_C,6495c_CE_pos_IN_1000C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.17,5/1/2024 23:09,RT NOT CONFIRMED,5362,35381
INR_0_A,6495c_CE_pos_INR_0A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.18,5/2/2024 0:17,RT NOT CONFIRMED,3139,20978
INR_0_B,6495c_CE_pos_INR_0B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.16,5/1/2024 23:43,RT NOT CONFIRMED,3015,18885
INR_0_C,6495c_CE_pos_INR_0C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.25,5/1/2024 15:46,RT NOT CONFIRMED,6017,36155
INR_10_A,6495c_CE_pos_INR_10A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.17,5/1/2024 22:52,RT NOT CONFIRMED,4472,28435
INR_10_B,6495c_CE_pos_INR_10B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.16,5/1/2024 22:00,RT NOT CONFIRMED,3897,26463
INR_10_C,6495c_CE_pos_INR_10C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.23,5/1/2024 18:19,RT NOT CONFIRMED,3070,17037
INR_100_A,6495c_CE_pos_INR_100A.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.15,5/1/2024 21:43,RT NOT CONFIRMED,3861,25881
INR_100_B,6495c_CE_pos_INR_100B.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.25,5/1/2024 17:11,RT NOT CONFIRMED,4505,31482
INR_100_C,6495c_CE_pos_INR_100C.d,Poly-unsaturated Fatty Acids_VeryLong,(C22:6) Docosahexaenoic acid,C22H32O2,327.232954,[M-H],light,3.15,5/2/2024 1:59,RT NOT CONFIRMED,7603,52002
